id,Name,years,Remarks
2024,Potential clone entity – Syarikat Axen Alpha Advisory,2023,"• Misusing the name and credentials of Axen Alpha Advisory Sdn Bhd (an approved Financial Adviser with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns

• Misrepresentation, misusing SC and InvestSmart®’s name and logo"
2025,Potential clone entity – Syfe Trade,2023,"• Possible clone operating an illegal investment scheme

• Holding out as carrying on unlicensed capital market activities of providing investment advice

• Misrepresentation, misuse of SC’s name and logo"
2026,Sahih Trading,2023,"• Illegal investment scheme offering high returns e.g return of RM9,500 in 4 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC's name and logo"
2027,Potential clone entity – Sanyu Sdn Bhd,2023,"Misrepresentation, misusing SC’s name and logo"
2028,Potential clone entity - Scope Market Global Online Trading,2022,• Illegal investment scheme offering high returns• Carrying on unlicensed capital market activities of dealing in securities
2029,Potential clone entity – Sahara Global Investment,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM10,000 in 6 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s logo."
2030,Potential clone entity – Syarikat Asyaf Investment,2022,"Misrepresentation, misuse of SC’s logo"
2031,Potential clone entity – Sanabil Investments,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g. return of RM7,500 in 24 hours with investment of RM400

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s name and logo"
2032,Saham Bursa Malaysia Telegram Group,2022,"• Illegal investment scheme offering high returns e.g return of RM15,000 in 3-6 hours with investment of RM1000

• Carrying on unlicensed capital market activities of fund management"
2033,Potential clone entity – Syarikat Al-Ayuni,2022,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM7,500 in 24 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation, misuse of SC’s logo"
2034,Syarikat Al Muslim,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM23,800 with a minimum investment of RM1400"
2035,CS SuperMax Trading Malaysia / SuperMax Trader Malaysia,2021,"• Carrying on unlicensed capital market activities of dealing in securities

• Illegal investment scheme offering high returns e.g. return of RM10,000 with a minimum investment of RM1000"
2036,Sheep Fortune .Co,2021,"Misrepresentation, misuse of SC’s name and logo"
2037,Potential clone entity – Sharia Portfolio,2021,"Misrepresentation, misuse of SC’s name and logo"
2038,Potential clone entity – Syarikat Khalij Investment & Khalij Trading Group Sdn Bhd,2021,"• Possible clone operating a fraudulent scheme promising high returns with a minimum investment of RM350 within 24 hours

• Carrying on unlicensed capital market activities of dealing in securities"
2039,Syarikat Future Pelaburan,2021,Holding out as dealing in derivatives
2040,Syarikat Tiens Syariah,2020,Carrying on capital market activities of dealing in securities
2041,Slice TP Resources (IP0512871-M),2020,Carrying out capital market activities of dealing in securities and dealing in derivatives without a licence
2042,Stuart L Shrimpton,2019,Carrying out unlicensed capital market activities of providing investment advice
2043,SMCI Corporation,2018,Carrying out unlicensed activities – marketing of foreign Pre-IPO shares in Malaysia
2044,Siti Mohaya Binti Mohd Zainal,2017,Unlicensed capital market activity
2045,Swiss Standard Trust AG,2005,listed in securities commision INVESTOR ALERT LIST
2046,"Swiss Standard Trust AG, Zurich",2005,listed in securities commision INVESTOR ALERT LIST
2047,Potential clone entity – XM Global Limited,2021,"• Misrepresentation, misusing SC’s name and logo

• Possible clone operating a fraudulent scheme promising returns of RM47,350 with a minimum investment of RM4,000 in 24 hours"
2048,WeFi,2020,Operating a recognized market without authorisation from the SC
2049,AES Signatum Berhad / AES Token / AES Exchange,2020,Offering of digital currencies and operating a recognized market without authorization from the SC.
2050,Potential clone entity – Al-Rajhi Global,2020,"• Possible Clone offering return of RM4,000 from an investment of RM380

• Carrying out unlicensed capital market activities of dealing in securities

• Misrepresentation, misusing SC’s name and logo"
2051,Alpari International / Alpari Trading Malaysia,2020,Carrying on capital market activities of  dealing in securities & derivatives without licence
2052,Amal Trust / Wakala Ventures (002848059-U),2020,"• Carrying out regulated activities, without license, of:
	(i) dealing in securities;
	(ii) fund management

• Misuse of SC’s logo"
2053,AlgoMerchant Pte Ltd,2018,Conducting unlicensed capital market activity
2054,Asian Equity / Asia Equity Ventures,2017,listed in securities commision INVESTOR ALERT LIST
2055,APG Reit / Asia Property Group (APG) / CH APG (M) Sdn Bhd.,2012,listed in securities commision INVESTOR ALERT LIST
2056,Asian AIM Incubator Co. Ltd,2009,listed in securities commision INVESTOR ALERT LIST
2057,Al-Arabic Fund,2007,listed in securities commision INVESTOR ALERT LIST
2058,AM Global Management,2006,listed in securities commision INVESTOR ALERT LIST
2059,Asset Brokerage Network,2006,listed in securities commision INVESTOR ALERT LIST
2060,Artemis Wealth Management,2005,listed in securities commision INVESTOR ALERT LIST
2061,Bigboys Academy Sdn Bhd (1419877-P),2021,Carrying out unlicensed capital market activities of providing investment advice
2062,BlackBull Markets Sdn Bhd / BlackBull Markets Malaysia,2019,Conducting regulated capital market activities of dealing in securities and derivativesThe directors of BlackBull Markets Sdn Bhd are :1) Harlove Singh Talwar      Passport No. LN6486942) Michael Gray Walter        Passport No. LN910348
2063,Binaryonline.com,2018,Carrying on the regulated activity of dealing in derivatives by offering binary options
2064,Bridge Capital Advisors / BCI International PLC,2018,Conducting unlicensed capital market activities
2065,Bestino Group Bhd,2009,Issuance of shares without prospectus
2066,"Beneficence International (Group) Company Ltd / Beneficence Agency. Products: CSI Garant Funds, CSI, and Credit Suisse Investment",2008,listed in securities commision INVESTOR ALERT LIST
2067,Boston Asset Management Pte. Ltd.,2007,listed in securities commision INVESTOR ALERT LIST
2068,Brentwood Trust Company,2007,listed in securities commision INVESTOR ALERT LIST
2069,Buy-e-barrel,2007,listed in securities commision INVESTOR ALERT LIST
2070,Bidvask Investment Ltd,2007,listed in securities commision INVESTOR ALERT LIST
2071,BHG e-investment,2007,listed in securities commision INVESTOR ALERT LIST
2072,Herzen,2022,Carrying on unlicensed capital market activities of dealing in securities
2073,Infinity Trustee Berhad (now known as Perintis Amanah Berhad) [1177751-V],2023,"• Carrying on unlicensed capital market activities of fund management.

• Offering of cash trust product involving Pixelvest Sdn Bhd."
2074,IGO FX,2018,Conducting unlicensed capital market activities
2075,IPC International Group Sdn Bhd,2011,Affiliated with Imal2u who appears to be offering Imal2U’s IPO’s without a license; unable to submit sufficient information and documents as requested.
2076,Imal Global Sdn Bhd,2011,"Imal2u’s offering of IPO on SLV Worldwide’s website without a license, unable to submit sufficient information and documents as requested."
2077,IPC Shopping Services (M) Sdn Bhd,2011,listed in securities commision INVESTOR ALERT LIST
2078,Infinity Exchange Board,2009,listed in securities commision INVESTOR ALERT LIST
2079,IDFK Commercial management,2007,listed in securities commision INVESTOR ALERT LIST
2080,IDFK International Management Inc,2007,listed in securities commision INVESTOR ALERT LIST
2081,Potential clone entity – Multiply / Creador Foundation,2024,"·  Possible clone operating an illegal investment scheme offering high returns e.g return of RM11,319.30 in 3 hours with investment of RM350· Carrying on unlicensed capital market activities of dealing in securities"
2082,Mohd Faizal Bin Raihan (NRIC: 810305-01-5137),2021,Carrying out unlicensed capital market activities of providing investment advice
2083,Midtou Global / MFG Global / Midtou Global Financial,2020,Carrying out unlicensed capital market activities
2084,Miningpuppets Sdn Bhd (operating as Miningpuppets),2020,Operating a recognized market without authorisation from the SC.
2085,Mohd Saiful Azuan Ramli,2018,Carrying out unregulated activities.
2086,Midana Capital Inc.,2018,Carrying out unregulated activities.
2087,MGSB Holdings Sdn Bhd,2018,Carrying out unlicensed capital market activities
2088,Matrix Synergy Ltd,2011,listed in securities commision INVESTOR ALERT LIST
